Addr: 2 ; Command: 1 ; Pressure: 0,1722565 kPa ; Time: 22:29:42.345 ; Date: 27.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5231100 kPa ; Time: 1:10:47.310 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5248600 kPa ; Time: 1:10:48.309 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5236700 kPa ; Time: 1:10:49.326 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5207200 kPa ; Time: 1:10:50.326 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5201700 kPa ; Time: 1:10:51.329 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5160500 kPa ; Time: 1:10:52.341 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5118400 kPa ; Time: 1:10:53.367 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5107300 kPa ; Time: 1:10:54.373 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5101600 kPa ; Time: 1:10:55.385 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5065800 kPa ; Time: 1:10:56.400 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5065600 kPa ; Time: 1:10:57.390 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5053800 kPa ; Time: 1:10:58.405 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5071900 kPa ; Time: 1:10:59.420 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5083300 kPa ; Time: 1:11:00.404 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5112800 kPa ; Time: 1:11:01.430 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5118400 kPa ; Time: 1:11:02.474 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5136800 kPa ; Time: 1:11:03.475 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5136600 kPa ; Time: 1:11:04.450 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5148700 kPa ; Time: 1:11:05.438 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5131100 kPa ; Time: 1:11:06.454 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5112800 kPa ; Time: 1:11:07.469 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5095200 kPa ; Time: 1:11:08.483 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5089900 kPa ; Time: 1:11:09.490 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5072400 kPa ; Time: 1:11:10.506 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5090100 kPa ; Time: 1:11:11.505 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5102000 kPa ; Time: 1:11:12.506 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5108000 kPa ; Time: 1:11:13.496 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5154800 kPa ; Time: 1:11:14.507 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5208000 kPa ; Time: 1:11:15.507 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5237500 kPa ; Time: 1:11:16.500 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5260600 kPa ; Time: 1:11:17.503 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5278700 kPa ; Time: 1:11:18.517 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5296200 kPa ; Time: 1:11:19.569 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5313900 kPa ; Time: 1:11:20.533 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5313800 kPa ; Time: 1:11:21.532 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5273500 kPa ; Time: 1:11:22.531 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5232400 kPa ; Time: 1:11:23.534 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5213900 kPa ; Time: 1:11:24.538 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5208300 kPa ; Time: 1:11:25.538 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5196600 kPa ; Time: 1:11:26.537 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5196600 kPa ; Time: 1:11:27.555 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5226200 kPa ; Time: 1:11:28.526 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5267400 kPa ; Time: 1:11:29.559 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5332000 kPa ; Time: 1:11:30.528 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5414700 kPa ; Time: 1:11:31.527 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5497500 kPa ; Time: 1:11:32.528 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5580200 kPa ; Time: 1:11:33.531 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5674500 kPa ; Time: 1:11:34.529 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5739500 kPa ; Time: 1:11:35.537 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5839800 kPa ; Time: 1:11:36.589 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5892500 kPa ; Time: 1:11:37.556 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5928300 kPa ; Time: 1:11:38.575 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5921800 kPa ; Time: 1:11:39.588 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5934400 kPa ; Time: 1:11:40.600 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5934500 kPa ; Time: 1:11:41.604 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5921700 kPa ; Time: 1:11:42.608 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5898800 kPa ; Time: 1:11:43.605 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5899000 kPa ; Time: 1:11:44.608 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5911000 kPa ; Time: 1:11:45.623 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5922200 kPa ; Time: 1:11:46.623 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5963600 kPa ; Time: 1:11:47.642 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,5999400 kPa ; Time: 1:11:48.655 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6046300 kPa ; Time: 1:11:49.664 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6105300 kPa ; Time: 1:11:50.669 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6146600 kPa ; Time: 1:11:51.654 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6205400 kPa ; Time: 1:11:52.654 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6269800 kPa ; Time: 1:11:53.706 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6305600 kPa ; Time: 1:11:54.686 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6364400 kPa ; Time: 1:11:55.704 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6417800 kPa ; Time: 1:11:56.720 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6494300 kPa ; Time: 1:11:57.724 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6547500 kPa ; Time: 1:11:58.735 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6576800 kPa ; Time: 1:11:59.753 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6623700 kPa ; Time: 1:12:00.769 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6694500 kPa ; Time: 1:12:01.769 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6735900 kPa ; Time: 1:12:02.785 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6771700 kPa ; Time: 1:12:03.784 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6806700 kPa ; Time: 1:12:04.788 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6859400 kPa ; Time: 1:12:05.786 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6900800 kPa ; Time: 1:12:06.786 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,6954100 kPa ; Time: 1:12:07.790 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7001300 kPa ; Time: 1:12:08.790 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7066500 kPa ; Time: 1:12:09.780 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7125300 kPa ; Time: 1:12:10.814 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7201500 kPa ; Time: 1:12:11.791 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7277700 kPa ; Time: 1:12:12.791 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7342800 kPa ; Time: 1:12:13.788 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7395900 kPa ; Time: 1:12:14.802 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7431600 kPa ; Time: 1:12:15.801 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7424500 kPa ; Time: 1:12:16.820 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7407500 kPa ; Time: 1:12:17.837 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7360000 kPa ; Time: 1:12:18.835 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7318500 kPa ; Time: 1:12:19.836 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7271700 kPa ; Time: 1:12:20.839 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7195800 kPa ; Time: 1:12:21.857 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7148100 kPa ; Time: 1:12:22.872 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7142600 kPa ; Time: 1:12:23.885 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7107000 kPa ; Time: 1:12:24.888 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7084000 kPa ; Time: 1:12:25.873 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7077800 kPa ; Time: 1:12:26.877 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7060400 kPa ; Time: 1:12:27.911 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7049100 kPa ; Time: 1:12:28.876 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7019700 kPa ; Time: 1:12:29.879 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7031100 kPa ; Time: 1:12:30.893 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7013500 kPa ; Time: 1:12:31.911 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7025500 kPa ; Time: 1:12:32.909 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7060800 kPa ; Time: 1:12:33.908 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7101800 kPa ; Time: 1:12:34.926 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7155000 kPa ; Time: 1:12:35.923 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7231500 kPa ; Time: 1:12:36.926 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7290400 kPa ; Time: 1:12:37.930 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7373000 kPa ; Time: 1:12:38.963 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7454900 kPa ; Time: 1:12:39.947 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7538500 kPa ; Time: 1:12:40.962 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7661500 kPa ; Time: 1:12:41.993 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7756100 kPa ; Time: 1:12:42.991 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7832800 kPa ; Time: 1:12:43.993 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,7927200 kPa ; Time: 1:12:45.031 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8003700 kPa ; Time: 1:12:46.009 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8056400 kPa ; Time: 1:12:47.014 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8098500 kPa ; Time: 1:12:48.026 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8145400 kPa ; Time: 1:12:49.030 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8156600 kPa ; Time: 1:12:50.028 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8204500 kPa ; Time: 1:12:51.073 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8227700 kPa ; Time: 1:12:52.073 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8234100 kPa ; Time: 1:12:53.102 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8246000 kPa ; Time: 1:12:54.077 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8280900 kPa ; Time: 1:12:55.074 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8275300 kPa ; Time: 1:12:56.104 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8275300 kPa ; Time: 1:12:57.105 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8292700 kPa ; Time: 1:12:58.132 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8286400 kPa ; Time: 1:12:59.147 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8298300 kPa ; Time: 1:13:00.146 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8316400 kPa ; Time: 1:13:01.148 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8327800 kPa ; Time: 1:13:02.199 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8351700 kPa ; Time: 1:13:03.168 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8369500 kPa ; Time: 1:13:04.170 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8357700 kPa ; Time: 1:13:05.153 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8352200 kPa ; Time: 1:13:06.196 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8357700 kPa ; Time: 1:13:07.164 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8322500 kPa ; Time: 1:13:08.178 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8299000 kPa ; Time: 1:13:09.162 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8287000 kPa ; Time: 1:13:10.163 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8281500 kPa ; Time: 1:13:11.162 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8270300 kPa ; Time: 1:13:12.177 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8276300 kPa ; Time: 1:13:13.152 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8258200 kPa ; Time: 1:13:14.171 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8271000 kPa ; Time: 1:13:15.186 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8282200 kPa ; Time: 1:13:16.203 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8294200 kPa ; Time: 1:13:17.224 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8288000 kPa ; Time: 1:13:18.236 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8288100 kPa ; Time: 1:13:19.274 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8288000 kPa ; Time: 1:13:20.264 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8288100 kPa ; Time: 1:13:21.264 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8306300 kPa ; Time: 1:13:22.291 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8324000 kPa ; Time: 1:13:23.289 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8324100 kPa ; Time: 1:13:24.297 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8359100 kPa ; Time: 1:13:25.295 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8412300 kPa ; Time: 1:13:26.282 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8471100 kPa ; Time: 1:13:27.280 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8524400 kPa ; Time: 1:13:28.274 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8595100 kPa ; Time: 1:13:29.280 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8618900 kPa ; Time: 1:13:30.279 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8653900 kPa ; Time: 1:13:31.279 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8665900 kPa ; Time: 1:13:32.309 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8625000 kPa ; Time: 1:13:33.309 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8571800 kPa ; Time: 1:13:34.297 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8506800 kPa ; Time: 1:13:35.296 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8442500 kPa ; Time: 1:13:36.331 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8378300 kPa ; Time: 1:13:37.296 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8313100 kPa ; Time: 1:13:38.317 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8265600 kPa ; Time: 1:13:39.319 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8242400 kPa ; Time: 1:13:40.325 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8254200 kPa ; Time: 1:13:41.323 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8272600 kPa ; Time: 1:13:42.339 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8295700 kPa ; Time: 1:13:43.352 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8325000 kPa ; Time: 1:13:44.356 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8389500 kPa ; Time: 1:13:45.342 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8489500 kPa ; Time: 1:13:46.343 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8578100 kPa ; Time: 1:13:47.356 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8683800 kPa ; Time: 1:13:48.386 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8772700 kPa ; Time: 1:13:49.375 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,8884700 kPa ; Time: 1:13:50.389 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9008900 kPa ; Time: 1:13:51.388 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9120400 kPa ; Time: 1:13:52.406 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9225900 kPa ; Time: 1:13:53.446 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9338100 kPa ; Time: 1:13:54.409 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9414400 kPa ; Time: 1:13:55.405 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9474000 kPa ; Time: 1:13:56.408 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9532900 kPa ; Time: 1:13:57.407 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9603600 kPa ; Time: 1:13:58.411 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9644900 kPa ; Time: 1:13:59.408 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9691100 kPa ; Time: 1:14:00.408 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9703800 kPa ; Time: 1:14:01.436 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9732600 kPa ; Time: 1:14:02.423 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9715000 kPa ; Time: 1:14:03.439 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9709400 kPa ; Time: 1:14:04.439 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9668300 kPa ; Time: 1:14:05.455 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9621600 kPa ; Time: 1:14:06.468 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9544300 kPa ; Time: 1:14:07.483 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9456800 kPa ; Time: 1:14:08.483 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9397400 kPa ; Time: 1:14:09.497 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9362300 kPa ; Time: 1:14:10.538 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9333100 kPa ; Time: 1:14:11.498 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9332900 kPa ; Time: 1:14:12.500 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9320900 kPa ; Time: 1:14:13.501 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9327200 kPa ; Time: 1:14:14.500 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9362300 kPa ; Time: 1:14:15.499 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9414700 kPa ; Time: 1:14:16.512 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9444400 kPa ; Time: 1:14:17.527 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9468200 kPa ; Time: 1:14:18.557 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9485500 kPa ; Time: 1:14:19.573 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9509600 kPa ; Time: 1:14:20.557 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9527700 kPa ; Time: 1:14:21.551 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9544500 kPa ; Time: 1:14:22.568 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9556700 kPa ; Time: 1:14:23.587 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9562900 kPa ; Time: 1:14:24.603 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9562900 kPa ; Time: 1:14:25.582 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9591700 kPa ; Time: 1:14:26.579 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9604300 kPa ; Time: 1:14:27.620 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9621800 kPa ; Time: 1:14:28.586 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9639400 kPa ; Time: 1:14:29.600 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9633800 kPa ; Time: 1:14:30.620 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9657100 kPa ; Time: 1:14:31.634 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9680900 kPa ; Time: 1:14:32.636 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9675400 kPa ; Time: 1:14:33.607 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9645900 kPa ; Time: 1:14:34.639 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9645900 kPa ; Time: 1:14:35.626 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9627500 kPa ; Time: 1:14:36.639 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9627800 kPa ; Time: 1:14:37.667 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9622000 kPa ; Time: 1:14:38.653 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9610000 kPa ; Time: 1:14:39.656 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9580600 kPa ; Time: 1:14:40.657 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9592100 kPa ; Time: 1:14:41.657 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9615900 kPa ; Time: 1:14:42.657 ; Date: 28.11.2020
Addr: 2 ; Command: 1 ; Pressure: -87,9610300 kPa ; Time: 1:14:43.657 ; Date: 28.11.2020
